Computer,DeleteStatus,CreatedDateTime,ObjectID,DeviceID
DuplicateDevice316,,2021-05-27T03:06:07Z,daba7045-526c-4868-b218-b18e9f2d03c8,f2009d0b-6bab-45af-8f08-2fead0d381a0
DuplicateDevice316,,2021-05-27T03:06:20Z,c2ea7e32-7455-407e-9486-193f090134f1,c272472b-b036-4841-9cf7-aa5080755827
DuplicateDevice316,,2021-05-27T03:06:22Z,d5c5ed69-1042-4a27-a25f-3bee918c1250,73942c98-711e-4937-b4a2-9e8141002ae1
DuplicateDevice181,,2021-05-27T01:57:57Z,fd7c5e05-2c70-4300-a3ca-e1684ad860ac,9ab9cfba-1b81-46fb-9b05-19413ae917df
DuplicateDevice181,,2021-05-27T01:58:02Z,74e183f9-07e0-4ca1-be2e-96a9ad66f0bf,0d2cc926-ad1d-4541-af39-44a4b312dc1f
DuplicateDevice181,,2021-05-27T01:57:46Z,b581d80d-d3af-485b-a8ae-84a37179d206,f518716c-598f-40bf-92d9-3e6fa9d3446e
DuplicateDevice181,,2021-05-27T01:57:42Z,c1626136-233b-4cf6-b4f4-636d3d413726,a5f3470b-4d6f-47c1-a30d-5b1d6d665e35
DuplicateDevice181,,2021-05-27T01:58:00Z,7f41904d-955a-421b-a918-9d3d30f90557,c11cea80-96a9-4b46-9682-151dd1f7f5ef
DuplicateDevice181,,2021-05-27T01:57:48Z,740797d9-3614-4dfb-95c1-75f0a8a06c32,8b78c519-08e0-437e-a7b5-1104db853253
DuplicateDevice181,,2021-05-27T01:58:04Z,bcdc0b67-10df-4eda-bb26-175f010e3a68,bdb7ddd2-a35c-4107-b899-f0399366d8e8
DuplicateDevice181,,2021-05-27T01:57:55Z,878a1f1a-4af3-4858-b0b5-6adf88c9f9fc,2f6df0a9-39ac-4c21-8cd1-8f7601dafefc
DuplicateDevice181,,2021-05-27T01:57:53Z,411de21a-4845-4099-9067-49f8d08296bc,3b461125-2249-4aa2-9969-48eea97cae99
DuplicateDevice181,,2021-05-27T01:57:51Z,73b4aff6-1f55-4dcb-93a5-d209b64d02fa,87c5df27-dbec-4632-b774-0ebbed2535dc
DuplicateDevice181,,2021-05-27T01:57:38Z,1ed34d69-5fac-49d9-89a8-d7a669bf78a8,9020f2a4-8dd2-48c7-b9d2-b19f20961c0a
DuplicateDevice181,,2021-05-27T01:57:40Z,b79e2dde-fc8e-4ef3-8786-f254d6e08a76,681ce8c0-8819-49fc-8874-c50190eeacbd
DuplicateDevice181,,2021-05-27T01:57:44Z,bdc32218-b44e-40fe-9df8-3a51b06a4a7a,b651b03a-1a3d-4348-94b4-d832397bed23
DuplicateDevice181,Do Not Delete,2021-05-27T01:58:06Z,4946ada3-9782-4c3e-8b54-fc43ef1b864d,33f46f27-82f0-4bb1-afb2-107c85cd6b56
DuplicateDevice343,,2021-05-27T03:19:56Z,9196d30e-89d0-401a-9956-dca405b7ad15,7f6e2789-710c-45c5-be3c-283f873b4004
DuplicateDevice343,,2021-05-27T03:19:48Z,26c159dd-72ac-4cf3-8d7b-9eecc7a127a3,27689181-56fa-4d32-b497-9b6b250e5f0e
DuplicateDevice343,,2021-05-27T03:19:39Z,e52cfa26-831b-4e71-8a8d-c02f51890d10,2becfa05-94f7-44db-a698-52d09c005a8e
DuplicateDevice343,,2021-05-27T03:19:54Z,844e0bd7-49ed-4da6-9844-fee62972bbce,b4e6903b-6325-477d-97e6-950d71cd99f5
DuplicateDevice343,,2021-05-27T03:19:37Z,3ada47f1-7b06-4939-bbd2-44e5bcad90a4,8ee39ce1-1ae8-43dc-a184-189f5071784b
DuplicateDevice343,,2021-05-27T03:19:52Z,d2fb4d2a-2b15-4588-b7d7-57e775db5f0f,cb88d81d-c9f3-4d58-81c5-3a06ee83fb12
DuplicateDevice343,,2021-05-27T03:19:59Z,0011b836-bdb4-48bc-b8b7-9e2b684b41e2,7b06253f-2523-4f16-9f3a-4feefcdf1a43
DuplicateDevice343,,2021-05-27T03:19:35Z,49d89b0b-a395-41ff-9901-e25060c5d417,695ebb96-fa3a-4269-99c2-0e5e0ffda67b
DuplicateDevice343,,2021-05-27T03:19:41Z,48971a35-e1e8-4446-9142-5de5631d9099,0459b111-0d5c-47ae-be2e-fdcac06d982a
DuplicateDevice343,,2021-05-27T03:20:01Z,971cc65f-cbfb-4415-8535-40713672256f,c4ad8192-a25c-42c0-8f67-ecc2cd7bfc8c
DuplicateDevice343,,2021-05-27T03:19:43Z,6817b6ca-c8da-4d24-9240-1e54613ec424,20c54c01-e4ad-44e3-9217-4d8aa7c55d79
DuplicateDevice343,,2021-05-27T03:19:50Z,eb285cc8-eea6-4dfa-bc64-80cae59aec03,1d4a6b17-67a2-4186-81de-3c7cd567c6b1
DuplicateDevice343,,2021-05-27T03:19:46Z,6225a821-8fae-48a9-b625-4d9806c6f27a,50247874-3e39-46c4-b109-8f44442f7950
DuplicateDevice343,Do Not Delete,2021-05-27T03:20:03Z,dcd746ad-c568-428a-bcb0-6d799b1e1b24,1f8801ae-886e-45d2-b158-4a1f29901cec
DuplicateDevice171,,2021-05-27T01:52:43Z,ca18803e-800d-473b-90d3-b23873503bb0,61513d67-67fa-4056-8a1e-0a669a6d5dbd
DuplicateDevice171,Do Not Delete,2021-05-27T01:53:01Z,b142c98c-afa3-4b97-b43e-3b3ea6cf5816,f165e66d-a8bb-44b4-927b-d8911d837761
DuplicateDevice171,,2021-05-27T01:52:35Z,b6fbd238-1b04-4117-b939-43a39c53753c,ceed8897-3068-4f7f-b7da-64355643aa2c
DuplicateDevice171,,2021-05-27T01:52:54Z,2b34db73-e9db-4718-8c07-613131879c6e,33675620-73b7-4151-8e0f-5081452714bd
DuplicateDevice171,,2021-05-27T01:52:58Z,b345a550-fe6b-44a4-9ba0-3232bf9aab7e,997f4111-9963-436a-aaf1-26fa8ea6d94e
DuplicateDevice171,,2021-05-27T01:52:41Z,254fda85-bb0d-41fa-9dae-9d76ae8f85da,d7c3f243-a7c0-455f-8785-55c606221486
DuplicateDevice171,,2021-05-27T01:52:39Z,57dd612d-29ee-4af9-a9ae-432021c3e009,7ebe54ba-32aa-42a8-ae0f-45aa1a8b11cb
DuplicateDevice171,,2021-05-27T01:52:45Z,259ad296-8589-40e0-aaa7-1ec431eef3e3,ea9d8112-4fc7-4301-b4ef-b3f764ee7c6a
DuplicateDevice171,,2021-05-27T01:52:37Z,6d27d0d1-a3a8-4c25-9a62-6160544749ff,89618a31-fcfe-4428-8363-3e6b853b1c33
DuplicateDevice171,,2021-05-27T01:52:48Z,641bbb5a-b1ba-46af-92e3-9813a035e84b,5df48b3e-a098-4ae1-851b-0857453791de
DuplicateDevice171,,2021-05-27T01:52:52Z,07e4d6a6-b0ed-4379-9f37-4648d64809db,49cfdd6a-b1a6-4ecf-8715-87da84fae636
DuplicateDevice171,,2021-05-27T01:52:33Z,06235056-4f34-4051-a3e0-eceb3fe35108,25e65318-0256-4fde-881c-26236da4e823
DuplicateDevice171,,2021-05-27T01:52:50Z,df9dac24-fb86-48ba-889f-99734e73f0f0,e6fd71ed-796c-4af9-a547-62cede0fdb9d
DuplicateDevice171,,2021-05-27T01:52:56Z,41fcb180-6b1a-4866-a766-67a051e5c74c,da3ad5c3-52b3-470a-ae47-6bd3d60fdd5e
DuplicateDevice240,,2021-05-27T02:27:38Z,f28e6464-eaa2-46c3-82eb-86951cc58e3f,cdc5b5f6-2db9-4d48-9c08-b2b728c69d9d
DuplicateDevice240,,2021-05-27T02:27:49Z,8f001a2f-ef5e-41a1-ac91-2d3d4923cd6e,00aa73b1-0735-4b93-a240-645d25575418
DuplicateDevice240,,2021-05-27T02:27:54Z,9c9447a2-e56e-4b59-b686-f0cdc8d4af99,351d6b35-7c44-4984-ba92-d4209e1927b0
DuplicateDevice240,,2021-05-27T02:27:28Z,a115f8a2-7f92-46de-ad8b-10b10d38fa06,f87bc38a-a4cc-433d-95fc-cc88e80cdc9f
DuplicateDevice240,,2021-05-27T02:27:41Z,564f8b88-c3f6-4f94-a60e-70bd758ca495,30b869f4-c0ca-43eb-8709-dd900c839ced
DuplicateDevice240,,2021-05-27T02:27:32Z,af4fb744-1439-4ed1-8b70-07e90b8673c4,f60fbf94-d04e-4097-bb77-c23c462b9601
DuplicateDevice240,,2021-05-27T02:27:47Z,50f7fe20-e60c-4ab4-98bc-312f6dab7843,339ba802-6cf6-421a-b6f2-768209ba3e7d
DuplicateDevice240,,2021-05-27T02:27:45Z,0c4346f3-8a3a-4382-be2d-4b6efee22e5d,cf14b6a9-ec50-4f02-bc88-30dc1d28b8d8
DuplicateDevice240,,2021-05-27T02:27:30Z,563c5adf-ca0a-4625-8b5b-64030f7f3d16,b24d0471-0ab3-47f6-b3ea-44310f45aca2
DuplicateDevice240,,2021-05-27T02:27:43Z,26e8ac84-d887-47e6-8612-aba05ca43872,1d021a0e-8158-47a8-9ef5-a46f14835546
DuplicateDevice240,,2021-05-27T02:27:34Z,78d73ad7-bf86-404b-a6d5-6e4a27146cd6,564bc9e4-403f-438e-9ac4-758862146431
DuplicateDevice240,,2021-05-27T02:27:51Z,97561b39-008a-4c6b-a829-857f5fd8dc1d,a82e159b-4361-4437-bc6b-99f50ef52873
DuplicateDevice240,,2021-05-27T02:27:36Z,7a8f1e28-35b1-4293-b5e8-004a76e67c52,516cd0a2-812e-43b6-8a06-e8042932bdfa
DuplicateDevice240,Do Not Delete,2021-05-27T02:27:56Z,7ee70cee-80f8-4aba-a9b3-275874893dd5,dd96cc9f-12a2-404e-be7b-98447be7118a
DuplicateDevice340,,2021-05-27T03:18:12Z,66413250-0d5e-4ea1-ab3a-14a90d15b26d,0291c49c-2b9f-4069-9f03-d8e9ce69b480
DuplicateDevice340,,2021-05-27T03:18:10Z,c982d8d1-7b66-46eb-a656-cec0b7c5f834,db900fbf-e345-4866-b0d8-e1ce2d30ad24
DuplicateDevice340,,2021-05-27T03:18:04Z,b89c03d2-1b0d-4dc4-a2a9-03157d8b378c,d68470fc-bc2b-4628-a444-5cbe77255dbd
DuplicateDevice340,,2021-05-27T03:18:19Z,7c4a1a45-46b9-41e2-bdad-6276d3c5e543,ec174c3e-ec55-46a1-8907-37cae1422db7
DuplicateDevice340,,2021-05-27T03:18:06Z,8787cd79-2ba0-4ce1-96c9-4853bfe38509,8a37e022-3567-43c3-abb3-23613fcd498f
DuplicateDevice340,,2021-05-27T03:18:17Z,a65dead4-1123-427e-a392-d54c49c15834,e78da883-9f0c-4a6c-8c91-8342e8d5438b
DuplicateDevice340,,2021-05-27T03:18:14Z,9e91cda1-663a-4e7d-bc28-5f5e48956a11,51d96d3a-0d3a-4cb2-a34e-e3b346277b4c
DuplicateDevice340,,2021-05-27T03:18:30Z,322c880f-7753-41f5-a7f2-134dc404dc9d,6bee7431-d0cb-431f-a997-028798f6bbaf
